Date,Open,High,Low,Close,Adj Close,Volume
2020-05-01,131.1199951171875,132.22999572753906,129.52000427246094,130.13999938964844,116.22271728515625,4488000
2020-05-04,130.1699981689453,131.35000610351562,129.32000732421875,130.9199981689453,116.9193115234375,5245300
2020-05-05,131.63999938964844,133.3300018310547,130.77000427246094,131.6699981689453,117.58911895751953,3580000
2020-05-06,131.5800018310547,132.22999572753906,130.69000244140625,130.77999877929688,116.79430389404297,4192200
2020-05-07,131.5500030517578,132.0,130.1199951171875,131.5500030517578,117.48197174072266,5528000
2020-05-08,133.07000732421875,135.16000366210938,132.4600067138672,134.22999572753906,119.87535858154297,4209100
2020-05-11,133.42999267578125,136.1999969482422,133.1699981689453,134.3800048828125,120.00930786132812,3591100
2020-05-12,134.75999450683594,136.3800048828125,132.86000061035156,132.94000244140625,118.72331237792969,3914600
2020-05-13,133.17999267578125,134.47000122070312,131.4499969482422,132.9600067138672,118.74118041992188,5168500
2020-05-14,132.7100067138672,133.55999755859375,130.14999389648438,133.0800018310547,118.84832000732422,5522200
2020-05-15,133.77000427246094,137.66000366210938,132.7899932861328,135.9499969482422,121.41143798828125,20338200
2020-05-18,136.85000610351562,137.99000549316406,135.05999755859375,135.52000427246094,121.02739715576172,8480300
2020-05-19,134.42999267578125,134.75999450683594,131.39999389648438,131.72999572753906,117.64270782470703,6640300
2020-05-20,132.5399932861328,132.67999267578125,130.33999633789062,131.25999450683594,117.22295379638672,8213100
2020-05-21,130.97999572753906,131.44000244140625,129.61000061035156,130.2100067138672,116.28524780273438,4886300
2020-05-22,129.61000061035156,130.6300048828125,129.1699981689453,130.47999572753906,116.5263900756836,3429200
2020-05-26,131.94000244140625,132.0500030517578,129.39999389648438,129.75,115.87443542480469,5579300
2020-05-27,129.72000122070312,130.83999633789062,128.5800018310547,130.80999755859375,116.82108306884766,5686500
2020-05-28,131.2100067138672,132.72999572753906,130.11000061035156,132.2899932861328,118.14281463623047,4974400
2020-05-29,132.00999450683594,132.24000549316406,130.32000732421875,131.5500030517578,117.48197174072266,13337900
2020-06-01,131.60000610351562,133.9499969482422,131.19000244140625,132.99000549316406,118.76795196533203,4049200
2020-06-02,133.0500030517578,133.80999755859375,131.1199951171875,132.6300048828125,118.44647216796875,5327500
2020-06-03,133.24000549316406,134.27999877929688,132.60000610351562,132.82000732421875,118.61613464355469,5421200
2020-06-04,131.58999633789062,133.55999755859375,130.17999267578125,130.57000732421875,117.51185607910156,5229700
2020-06-05,131.0,133.52000427246094,130.77000427246094,132.44000244140625,119.19483947753906,7075700
2020-06-08,131.3800048828125,132.47000122070312,131.24000549316406,132.2100067138672,118.98784637451172,5613000
2020-06-09,131.8300018310547,133.14999389648438,131.0500030517578,132.97000122070312,119.67183685302734,6446900
2020-06-10,133.27999877929688,135.16000366210938,133.1699981689453,134.1300048828125,120.71582794189453,7069900
2020-06-11,134.22000122070312,135.13999938964844,127.45999908447266,127.83999633789062,115.05487060546875,8541000
2020-06-12,129.14999389648438,129.92999267578125,127.43000030517578,129.0,116.0988540649414,7039500
2020-06-15,128.2899932861328,130.9600067138672,126.52999877929688,130.47999572753906,117.43087005615234,5481000
2020-06-16,132.67999267578125,133.05999755859375,130.1199951171875,131.6699981689453,118.50183868408203,5197700
2020-06-17,131.88999938964844,133.0399932861328,131.49000549316406,131.75999450683594,118.58281707763672,3309700
2020-06-18,131.4199981689453,133.1300048828125,130.6300048828125,132.77999877929688,119.50083923339844,3417200
2020-06-19,134.41000366210938,134.82000732421875,131.22000122070312,131.27999877929688,118.15082550048828,8310100
2020-06-22,130.5500030517578,131.75999450683594,129.9499969482422,131.0500030517578,117.9438247680664,3379900
2020-06-23,131.6199951171875,132.67999267578125,130.97999572753906,131.36000061035156,118.22285461425781,3625600
2020-06-24,130.52000427246094,131.07000732421875,128.67999267578125,129.55999755859375,116.60285186767578,4853500
2020-06-25,129.13999938964844,131.72999572753906,128.0500030517578,131.41000366210938,118.2678451538086,4442000
2020-06-26,131.67999267578125,132.3699951171875,128.05999755859375,128.92999267578125,116.03585815429688,7372700
2020-06-29,130.17999267578125,131.39999389648438,129.42999267578125,131.0800018310547,117.97085571289062,4173900
2020-06-30,131.8300018310547,132.82000732421875,130.85000610351562,132.25999450683594,119.03282165527344,4626700
2020-07-01,132.52999877929688,133.6199951171875,131.94000244140625,132.36000061035156,119.12284088134766,3633000
2020-07-02,133.5399932861328,134.1699981689453,132.5399932861328,132.85000610351562,119.56383514404297,2769200
2020-07-06,133.0800018310547,133.9499969482422,132.30999755859375,133.3000030517578,119.9688491821289,4221600
2020-07-07,132.27000427246094,134.6199951171875,132.1699981689453,133.57000732421875,120.2118148803711,4424500
2020-07-08,134.16000366210938,134.69000244140625,133.16000366210938,134.22000122070312,120.79681396484375,3798200
2020-07-09,132.89999389648438,133.94000244140625,131.72999572753906,132.7100067138672,119.43785095214844,4005200
2020-07-10,132.3699951171875,134.88999938964844,131.27999877929688,134.4600067138672,121.0128173828125,5932800
2020-07-13,136.77000427246094,138.07000732421875,134.47000122070312,134.91000366210938,121.4178237915039,8960000
2020-07-14,134.58999633789062,136.9499969482422,134.25,135.52000427246094,121.96680450439453,6766800
2020-07-15,135.35000610351562,136.19000244140625,133.25,133.69000244140625,120.31983947753906,5561300
2020-07-16,134.05999755859375,134.36000061035156,133.0500030517578,133.8800048828125,120.4908447265625,3788100
2020-07-17,134.64999389648438,135.05999755859375,133.5500030517578,134.66000366210938,121.19281768798828,3229300
2020-07-20,134.61000061035156,134.61000061035156,132.17999267578125,133.11000061035156,119.79783630371094,3620300
2020-07-21,134.0,136.41000366210938,133.7899932861328,134.42999267578125,120.98580932617188,5435400
2020-07-22,135.55999755859375,136.25,133.67999267578125,136.00999450683594,122.4078140258789,3522300
2020-07-23,136.58999633789062,137.25,135.49000549316406,137.0800018310547,123.37079620361328,5011400
2020-07-24,136.99000549316406,138.63999938964844,135.38999938964844,136.05999755859375,122.45278930664062,3300000
2020-07-27,135.52999877929688,137.75999450683594,134.85000610351562,137.6699981689453,123.90178680419922,3607700
2020-07-28,137.97999572753906,138.58999633789062,137.08999633789062,137.3800048828125,123.64079284667969,3787500
2020-07-29,137.3800048828125,139.0,137.0399932861328,137.92999267578125,124.13577270507812,3179000
2020-07-30,137.24000549316406,138.22000122070312,136.47999572753906,137.69000244140625,123.91981506347656,2817600
2020-07-31,137.25999450683594,137.6999969482422,135.1999969482422,137.66000366210938,123.89279174804688,4304100
2020-08-03,137.11000061035156,137.5,136.0,136.6999969482422,123.02881622314453,2819200
2020-08-04,137.52000427246094,137.58999633789062,136.02000427246094,137.47000122070312,123.72179412841797,2553500
2020-08-05,138.14999389648438,138.14999389648438,135.77000427246094,136.25,122.62380981445312,2924000
2020-08-06,135.27000427246094,136.2899932861328,135.27000427246094,135.86000061035156,122.27281951904297,2692900
2020-08-07,135.94000244140625,136.75999450683594,135.3699951171875,136.74000549316406,123.06480407714844,3692100
2020-08-10,136.32000732421875,136.8800048828125,135.3800048828125,135.97999572753906,122.38078308105469,3052000
2020-08-11,136.97000122070312,137.4499969482422,134.6199951171875,135.1199951171875,121.60681915283203,3301200
2020-08-12,135.33999633789062,138.67999267578125,135.25,137.8000030517578,124.01879119873047,4424600
2020-08-13,137.10000610351562,138.61000061035156,137.10000610351562,138.10000610351562,124.28878021240234,2393500
2020-08-14,138.11000061035156,138.1699981689453,137.1999969482422,137.55999755859375,123.80279541015625,2461700
2020-08-17,137.5,138.88999938964844,137.0500030517578,137.9199981689453,124.12679290771484,2862500
2020-08-18,138.61000061035156,138.61000061035156,137.0399932861328,138.11000061035156,124.29777526855469,2638600
2020-08-19,138.69000244140625,138.7899932861328,136.10000610351562,136.4499969482422,122.80378723144531,3682200
2020-08-20,135.66000366210938,137.14999389648438,135.6300048828125,136.72000122070312,123.0467758178711,2263000
2020-08-21,136.3699951171875,136.66000366210938,135.25,136.4600067138672,122.81278991699219,4295600
2020-08-24,136.4600067138672,137.67999267578125,136.11000061035156,137.63999938964844,123.8747787475586,3177800
2020-08-25,138.25999450683594,138.3800048828125,136.6999969482422,137.3000030517578,123.56879425048828,2597400
2020-08-26,136.5800018310547,138.66000366210938,136.3800048828125,138.47000122070312,124.62179565429688,6019700
2020-08-27,138.7100067138672,139.92999267578125,137.91000366210938,138.39999389648438,124.55876922607422,4159300
2020-08-28,138.52000427246094,139.9600067138672,137.24000549316406,139.94000244140625,125.9448013305664,3355400
2020-08-31,139.32000732421875,141.02000427246094,139.0,140.05999755859375,126.05277252197266,3828700
2020-09-01,140.25,140.47999572753906,138.50999450683594,139.19000244140625,125.26979064941406,3421700
2020-09-02,139.52000427246094,143.82000732421875,139.35000610351562,143.2899932861328,128.95974731445312,4918200
2020-09-03,142.77000427246094,144.0399932861328,138.1199951171875,139.3699951171875,126.3337173461914,6642400
2020-09-04,139.66000366210938,140.30999755859375,136.94000244140625,138.75999450683594,125.78077697753906,4836400
2020-09-08,138.30999755859375,138.6300048828125,134.41000366210938,135.5500030517578,122.87104034423828,4901500
2020-09-09,135.5,138.4600067138672,135.39999389648438,137.11000061035156,124.28511810302734,4282300
2020-09-10,136.60000610351562,137.5500030517578,133.8800048828125,134.75999450683594,122.15492248535156,6050500
2020-09-11,135.22000122070312,136.3800048828125,134.22999572753906,135.80999755859375,123.1067123413086,3411900
2020-09-14,136.52999877929688,137.5,135.8000030517578,136.6699981689453,123.88628387451172,2779000
2020-09-15,136.47999572753906,137.24000549316406,135.41000366210938,135.6199951171875,122.93445587158203,4080800
2020-09-16,136.27999877929688,136.60000610351562,134.77999877929688,134.97999572753906,122.35433959960938,3353500
2020-09-17,133.38999938964844,134.5500030517578,131.69000244140625,133.1999969482422,120.74083709716797,5186400
2020-09-18,133.7100067138672,134.7899932861328,130.00999450683594,131.47000122070312,119.17266845703125,8473000
2020-09-21,130.3699951171875,131.30999755859375,129.36000061035156,131.24000549316406,118.96417999267578,4402700
2020-09-22,131.0,132.88999938964844,130.4499969482422,132.14999389648438,119.78903198242188,3951000
2020-09-23,132.6999969482422,132.82000732421875,129.85000610351562,131.0,118.74663543701172,5909900
2020-09-24,131.44000244140625,132.30999755859375,129.9199981689453,131.5800018310547,119.27236938476562,4316600
2020-09-25,130.88999938964844,133.8300018310547,130.50999450683594,133.5500030517578,121.05811309814453,4576000
2020-09-28,136.0399932861328,138.5800018310547,135.6699981689453,137.97000122070312,125.06468200683594,7487500
2020-09-29,138.66000366210938,139.5399932861328,137.1300048828125,137.16000366210938,124.3304214477539,4330500
2020-09-30,137.99000549316406,139.19000244140625,136.89999389648438,138.60000610351562,125.63573455810547,7060700
2020-10-01,139.44000244140625,140.85000610351562,137.49000549316406,140.8000030517578,127.62995910644531,6483900
2020-10-02,139.27999877929688,139.91000366210938,136.1999969482422,138.05999755859375,125.1462631225586,5130200
2020-10-05,138.11000061035156,138.3800048828125,136.97999572753906,137.92999267578125,125.02840423583984,4519800
2020-10-06,138.0,138.82000732421875,135.14999389648438,135.6999969482422,123.0069808959961,5031000
2020-10-07,135.94000244140625,137.52000427246094,135.75999450683594,137.00999450683594,124.1944580078125,4347300
2020-10-08,137.27999877929688,138.1300048828125,136.75999450683594,137.85000610351562,124.95591735839844,2977400
2020-10-09,138.6999969482422,139.25999450683594,137.89999389648438,138.44000244140625,125.49070739746094,3194000
2020-10-12,141.1199951171875,143.49000549316406,139.77999877929688,142.1300048828125,128.83555603027344,6167200
2020-10-13,142.22000122070312,144.0,141.91000366210938,143.5399932861328,130.1136474609375,4293200
2020-10-14,143.5500030517578,144.11000061035156,141.6300048828125,142.52000427246094,129.18907165527344,3641000
2020-10-15,141.16000366210938,141.97000122070312,140.6199951171875,141.42999267578125,128.20103454589844,3306800
2020-10-16,141.75,142.82000732421875,141.1300048828125,141.72999572753906,128.4729766845703,5076000
2020-10-19,141.33999633789062,142.52999877929688,139.25,139.67999267578125,126.61470794677734,3223200
2020-10-20,141.0,141.22000122070312,139.41000366210938,139.7100067138672,126.64192199707031,2750900
2020-10-21,139.67999267578125,140.47999572753906,139.10000610351562,139.60000610351562,126.5422134399414,2560100
2020-10-22,139.8000030517578,140.1999969482422,139.00999450683594,139.61000061035156,126.55125427246094,2909000
2020-10-23,140.22000122070312,140.52999877929688,139.0399932861328,139.55999755859375,126.50595092773438,2758400
2020-10-26,138.74000549316406,139.0800018310547,136.41000366210938,138.05999755859375,125.1462631225586,3431100
2020-10-27,138.57000732421875,139.88999938964844,138.3000030517578,139.1199951171875,126.10710144042969,3390800
2020-10-28,137.14999389648438,137.7100067138672,133.94000244140625,134.1699981689453,121.62010192871094,5196000
2020-10-29,133.75999450683594,135.6300048828125,132.25999450683594,133.99000549316406,121.45695495605469,3856500
2020-10-30,132.92999267578125,133.83999633789062,131.7100067138672,133.2899932861328,120.82241821289062,4303900
2020-11-02,135.61000061035156,136.22999572753906,133.77999877929688,135.14999389648438,122.50843811035156,3126400
2020-11-03,136.6199951171875,138.60000610351562,136.27999877929688,137.0399932861328,124.22164916992188,3293900
2020-11-04,139.0,141.6999969482422,137.66000366210938,137.86000061035156,124.96493530273438,4576300
2020-11-05,139.35000610351562,140.27000427246094,137.47000122070312,138.0500030517578,125.13715362548828,3667800
2020-11-06,138.55999755859375,139.77000427246094,137.3300018310547,138.3800048828125,125.43633270263672,2867000
2020-11-09,142.0,143.64999389648438,138.1699981689453,138.4499969482422,125.4997787475586,6111300
2020-11-10,136.99000549316406,142.44000244140625,136.19000244140625,141.72000122070312,128.46389770507812,5284500
2020-11-11,142.86000061035156,144.24000549316406,141.61000061035156,143.89999389648438,130.43995666503906,4389800
2020-11-12,144.25,144.74000549316406,142.75999450683594,143.83999633789062,130.3855743408203,2570100
2020-11-13,143.77000427246094,144.88999938964844,143.27000427246094,144.7100067138672,131.17425537109375,2580400
2020-11-16,145.0,146.25999450683594,144.69000244140625,145.75999450683594,132.12599182128906,3399000
2020-11-17,144.27000427246094,146.10000610351562,144.11000061035156,145.24000549316406,131.6546630859375,2924000
2020-11-18,145.49000549316406,146.57000732421875,143.3000030517578,143.3800048828125,129.96865844726562,4335200
2020-11-19,142.8800048828125,143.6999969482422,142.33999633789062,143.32000732421875,129.9142608642578,4263500
2020-11-20,143.64999389648438,144.63999938964844,143.0,143.4199981689453,130.00489807128906,3469100
2020-11-23,143.30999755859375,143.64999389648438,141.8800048828125,143.02000427246094,129.64230346679688,3443300
2020-11-24,143.19000244140625,144.36000061035156,142.82000732421875,144.02999877929688,130.55784606933594,4472300
2020-11-25,144.4499969482422,144.9199981689453,143.6999969482422,144.16000366210938,130.67568969726562,2278300
2020-11-27,144.6199951171875,145.27999877929688,144.17999267578125,144.60000610351562,131.07452392578125,1596000
2020-11-30,144.4600067138672,144.6300048828125,142.8800048828125,144.22999572753906,130.73912048339844,4906900
2020-12-01,145.02999877929688,146.6300048828125,144.5,146.07000732421875,132.4070281982422,3999200
2020-12-02,145.8800048828125,146.94000244140625,143.88999938964844,144.6199951171875,131.0926513671875,4432900
2020-12-03,143.02000427246094,144.9600067138672,143.02000427246094,144.4499969482422,131.87135314941406,4757900
2020-12-04,143.8699951171875,145.97999572753906,143.85000610351562,145.85000610351562,133.1494903564453,3592600
2020-12-07,145.67999267578125,146.55999755859375,144.6199951171875,145.3699951171875,132.7112274169922,4217300
2020-12-08,145.3300018310547,146.16000366210938,144.2899932861328,145.52000427246094,132.8482208251953,3623800
2020-12-09,145.55999755859375,146.10000610351562,144.27999877929688,145.69000244140625,133.0033721923828,3842000
2020-12-10,146.0399932861328,146.2899932861328,144.4199981689453,144.6699981689453,132.0722198486328,3985000
2020-12-11,143.6300048828125,145.10000610351562,143.41000366210938,144.97000122070312,132.34608459472656,2975500
