Date Time,Open,High,Low,Close,Volume,Adj Close
2024-05-01 09:30:00,166.0,166.0500030517578,164.89999389648438,165.66119384765625,1166823,165.66119384765625
2024-05-01 09:35:00,165.69000244140625,165.86920166015625,165.24000549316406,165.59359741210938,406030,165.59359741210938
2024-05-01 09:40:00,165.5500030517578,165.75,165.25999450683594,165.69000244140625,399698,165.69000244140625
2024-05-01 09:45:00,165.75,166.0260009765625,165.60000610351562,165.7100067138672,350080,165.7100067138672
2024-05-01 09:50:00,165.75,166.02000427246094,165.50999450683594,165.74000549316406,301538,165.74000549316406
2024-05-01 09:55:00,165.74000549316406,166.13999938964844,165.6649932861328,166.125,228546,166.125
2024-05-01 10:00:00,166.13999938964844,166.57000732421875,165.82000732421875,166.27000427246094,365150,166.27000427246094
2024-05-01 10:05:00,166.25570678710938,167.08999633789062,166.25570678710938,166.6929931640625,509804,166.6929931640625
2024-05-01 10:10:00,166.67999267578125,167.05999755859375,166.48019409179688,166.97669982910156,300724,166.97669982910156
2024-05-01 10:15:00,166.97999572753906,167.14999389648438,166.75999450683594,166.8800048828125,257949,166.8800048828125
2024-05-01 10:20:00,166.8800048828125,167.16000366210938,166.77000427246094,166.91000366210938,253150,166.91000366210938
2024-05-01 10:25:00,166.91000366210938,167.3699951171875,166.91000366210938,167.24000549316406,321949,167.24000549316406
2024-05-01 10:30:00,167.25,167.38999938964844,166.63999938964844,166.89999389648438,309630,166.89999389648438
2024-05-01 10:35:00,166.88999938964844,167.25900268554688,166.85000610351562,166.93499755859375,267702,166.93499755859375
2024-05-01 10:40:00,166.93499755859375,167.0500030517578,166.77999877929688,167.0399932861328,178381,167.0399932861328
2024-05-01 10:45:00,167.0500030517578,167.24000549316406,166.95150756835938,167.15499877929688,151525,167.15499877929688
2024-05-01 10:50:00,167.14999389648438,167.24000549316406,166.87010192871094,166.9199981689453,159650,166.9199981689453
2024-05-01 10:55:00,166.93499755859375,167.02000427246094,166.6300048828125,166.8800048828125,229011,166.8800048828125
