timestamp,open,high,low,close,volume
2024-06-05 16:55:00,167.3800,167.3800,167.3800,167.3800,5
2024-06-05 16:50:00,167.2500,167.3500,167.2500,167.3500,4
2024-06-05 16:45:00,167.3800,167.3800,167.2000,167.2000,21
2024-06-05 16:40:00,167.3700,167.3700,167.2000,167.3700,36
2024-06-05 16:35:00,167.3800,167.3800,167.2000,167.2000,513
2024-06-05 16:30:00,167.2000,167.3800,167.0300,167.3800,160
2024-06-05 16:25:00,167.3800,167.3800,167.1200,167.3800,46
2024-06-05 16:20:00,167.3600,167.3700,167.3600,167.3700,7
2024-06-05 16:15:00,167.3800,167.3800,167.3700,167.3700,12
2024-06-05 16:10:00,167.3800,167.3800,167.0600,167.0600,633114
2024-06-05 16:00:00,167.3800,167.3900,166.9600,167.3800,1390291
2024-06-05 15:55:00,167.2600,167.3900,166.9900,167.3800,254547
2024-06-05 15:50:00,166.9500,167.3400,166.8800,167.2500,84980
2024-06-05 15:45:00,167.0150,167.0600,166.9300,166.9600,54145
2024-06-05 15:40:00,167.1700,167.1800,166.9900,167.0200,31991
2024-06-05 15:35:00,167.1700,167.1700,167.0000,167.1700,31428
2024-06-05 15:30:00,167.2000,167.2000,167.1000,167.1550,27571
2024-06-05 15:25:00,167.2540,167.2540,167.1200,167.2300,17985
2024-06-05 15:20:00,167.2100,167.3250,167.2100,167.2600,32880
2024-06-05 15:15:00,167.3150,167.3390,167.2200,167.2200,15753
2024-06-05 15:10:00,167.3300,167.3300,167.1700,167.3150,23706
2024-06-05 15:05:00,167.6000,167.6000,167.3200,167.3200,19196
2024-06-05 15:00:00,167.6200,167.7900,167.6200,167.6200,22184
2024-06-05 14:55:00,167.6580,167.7200,167.6000,167.6250,18633
2024-06-05 14:50:00,167.6100,167.6900,167.5500,167.6400,19215
2024-06-05 14:45:00,167.7100,167.7200,167.5900,167.6000,26645
2024-06-05 14:40:00,167.4900,167.7500,167.4700,167.7000,67410
2024-06-05 14:35:00,167.4600,167.5300,167.4300,167.4800,17855
2024-06-05 14:30:00,167.2900,167.4800,167.2300,167.4350,28616
2024-06-05 14:25:00,167.1000,167.3150,167.0950,167.2900,18539
2024-06-05 14:20:00,166.9000,167.1000,166.9000,167.0800,36761
2024-06-05 14:15:00,166.6700,166.9730,166.6700,166.9500,21408
2024-06-05 14:10:00,166.6300,166.6900,166.6100,166.6800,19979
2024-06-05 14:05:00,166.9300,166.9680,166.6100,166.6100,21600
2024-06-05 14:00:00,166.8000,166.9800,166.7200,166.9300,46242
2024-06-05 13:55:00,166.8200,166.8550,166.8000,166.8300,14471
2024-06-05 13:50:00,166.8100,166.8330,166.6550,166.8330,18701
2024-06-05 13:45:00,166.8350,166.8700,166.7700,166.7880,17797
2024-06-05 13:40:00,166.7700,166.8500,166.7400,166.8370,15693
2024-06-05 13:35:00,166.7500,166.8400,166.6990,166.7600,21440
2024-06-05 13:30:00,166.8500,166.8800,166.7450,166.7700,35515
2024-06-05 13:25:00,166.6100,166.8200,166.5300,166.8200,23944
2024-06-05 13:20:00,166.4600,166.6100,166.4050,166.5900,34533
2024-06-05 13:15:00,166.4800,166.5700,166.4500,166.4650,29964
2024-06-05 13:10:00,166.3600,166.4900,166.3450,166.4800,21588
2024-06-05 13:05:00,166.3100,166.3600,166.3100,166.3400,9629
2024-06-05 13:00:00,166.4400,166.4400,166.3200,166.3200,11822
2024-06-05 12:55:00,166.4470,166.4700,166.3900,166.4200,15072
2024-06-05 12:50:00,166.5200,166.5700,166.4300,166.4450,18938
2024-06-05 12:45:00,166.4000,166.5550,166.4000,166.5000,25331
2024-06-05 12:40:00,166.4500,166.4900,166.4100,166.4100,12223
2024-06-05 12:35:00,166.4230,166.4800,166.3400,166.4500,14937
2024-06-05 12:30:00,166.2650,166.4300,166.2310,166.4050,12212
2024-06-05 12:25:00,166.1100,166.3420,166.0800,166.2850,31652
2024-06-05 12:20:00,166.0600,166.1200,166.0340,166.1000,15910
2024-06-05 12:15:00,166.0750,166.1300,165.9300,166.0700,31193
2024-06-05 12:10:00,166.2900,166.2900,166.0300,166.0900,51877
2024-06-05 12:05:00,166.4000,166.4000,166.1800,166.2800,88741
2024-06-05 12:00:00,166.4800,166.5500,166.2800,166.4000,28601
2024-06-05 11:55:00,166.4500,166.6900,166.4400,166.5200,22922
2024-06-05 11:50:00,166.4800,166.5010,166.4000,166.4800,11038
2024-06-05 11:45:00,166.4600,166.5100,166.4100,166.4600,12472
2024-06-05 11:40:00,166.4100,166.5600,166.4000,166.4100,15573
2024-06-05 11:35:00,166.3000,166.4700,166.2700,166.4150,22763
2024-06-05 11:30:00,166.3500,166.3700,166.2600,166.3500,17579
2024-06-05 11:25:00,166.3100,166.3900,166.2600,166.2850,18888
2024-06-05 11:20:00,166.5100,166.6000,166.3700,166.3700,21796
2024-06-05 11:15:00,166.4300,166.5500,166.4200,166.5100,13683
2024-06-05 11:10:00,166.4000,166.4500,166.3100,166.4500,11436
2024-06-05 11:05:00,166.4000,166.5480,166.3800,166.3900,18893
2024-06-05 11:00:00,166.2300,166.4300,166.1600,166.4300,18640
2024-06-05 10:55:00,166.1500,166.1900,166.0500,166.1800,14802
2024-06-05 10:50:00,166.1510,166.2200,166.0800,166.1650,11471
2024-06-05 10:45:00,166.2900,166.2900,166.1240,166.1810,17842
2024-06-05 10:40:00,166.3400,166.4200,166.2700,166.2900,18684
2024-06-05 10:35:00,166.3350,166.5100,166.2850,166.3400,34421
2024-06-05 10:30:00,166.2600,166.3700,166.1450,166.3500,32631
2024-06-05 10:25:00,166.1800,166.3600,166.1800,166.2000,30868
2024-06-05 10:20:00,166.1300,166.3000,166.0200,166.1800,24020
2024-06-05 10:15:00,166.0050,166.2300,165.9900,166.1250,16603
2024-06-05 10:10:00,165.7800,166.1200,165.7800,165.9700,30882
2024-06-05 10:05:00,166.0330,166.1600,165.7900,165.7900,22841
2024-06-05 10:00:00,166.0800,166.0800,165.8200,165.9900,31697
2024-06-05 09:55:00,166.1600,166.2500,166.0600,166.1000,34073
2024-06-05 09:50:00,166.1800,166.3920,166.0100,166.1450,37241
2024-06-05 09:45:00,166.2500,166.4900,165.9900,166.1050,41810
2024-06-05 09:40:00,166.3700,166.4200,166.0700,166.3150,24593
2024-06-05 09:35:00,166.7200,166.9490,166.3000,166.3000,24427
2024-06-05 09:30:00,166.4100,166.7200,166.0000,166.7200,71768
2024-06-05 09:25:00,166.2100,166.9000,166.2100,166.7200,163
2024-06-05 09:20:00,166.3100,166.5300,166.3100,166.5300,41
2024-06-05 09:15:00,166.3100,166.3100,166.2350,166.3100,6
2024-06-05 09:10:00,166.2500,166.5300,166.2100,166.2100,3
2024-06-05 09:05:00,166.4600,166.5500,166.4600,166.5300,454
2024-06-05 09:00:00,166.4600,166.5000,166.4600,166.5000,183
2024-06-05 08:55:00,166.4800,166.5500,164.5350,164.5350,9
2024-06-05 08:50:00,166.5500,166.5500,166.2600,166.4600,357
2024-06-05 08:45:00,166.4700,166.5500,166.4700,166.5500,202
2024-06-05 08:35:00,166.6900,166.6900,166.4400,166.4400,552
2024-06-05 08:30:00,166.0000,166.7100,166.0000,166.7100,3
2024-06-05 08:25:00,166.2200,166.2300,166.2200,166.2200,51
2024-06-05 08:20:00,166.0000,166.0100,166.0000,166.0000,12
2024-06-05 08:15:00,166.7200,166.7200,166.1500,166.2500,47
2024-06-05 08:10:00,166.5500,166.6500,166.3600,166.5500,240
2024-06-05 08:05:00,166.1900,166.8000,166.1900,166.8000,109
2024-06-05 08:00:00,166.7700,166.9900,165.8100,166.2600,173
2024-06-05 07:45:00,166.3000,166.3000,166.3000,166.3000,2
2024-06-05 07:40:00,166.3200,166.4000,166.2200,166.2200,15
2024-06-05 07:30:00,166.4000,166.4000,166.4000,166.4000,59
2024-06-05 07:25:00,166.4700,166.4700,166.4000,166.4000,5
2024-06-05 07:20:00,166.6000,166.6000,166.4000,166.4000,762
2024-06-05 07:15:00,166.3700,166.6000,166.3700,166.6000,119
2024-06-05 07:05:00,166.3500,166.3500,166.3500,166.3500,2
2024-06-05 07:00:00,166.5100,166.5100,166.3500,166.3500,336
2024-06-05 06:45:00,166.3600,166.3600,166.3600,166.3600,10
2024-06-05 06:40:00,166.7500,166.7500,166.7500,166.7500,1
2024-06-05 06:35:00,166.7500,166.7500,166.3600,166.7500,4
2024-06-05 06:15:00,166.8300,166.8300,166.8300,166.8300,2
2024-06-05 06:00:00,166.3600,166.3600,166.3600,166.3600,20
2024-06-05 05:35:00,166.5000,166.5000,166.5000,166.5000,14
2024-06-05 05:30:00,166.3600,166.3600,166.3600,166.3600,5
2024-06-05 05:25:00,166.5000,166.5000,166.5000,166.5000,6
2024-06-05 05:20:00,166.7500,166.7500,166.7500,166.7500,1
2024-06-05 05:10:00,166.2900,166.7500,166.2900,166.7500,7
2024-06-05 04:50:00,166.5500,166.5500,166.5500,166.5500,1
2024-06-05 04:20:00,166.2200,166.2200,166.1600,166.1600,7
2024-06-05 04:15:00,166.2200,166.2200,166.2200,166.2200,1
2024-06-05 04:05:00,166.5500,166.5500,166.5500,166.5500,1
2024-06-05 04:00:00,166.4200,166.4200,166.0400,166.2200,21
2024-06-04 19:55:00,165.8400,166.0000,165.8400,165.8400,59
2024-06-04 19:50:00,166.9500,166.9500,165.8600,165.8600,27
2024-06-04 19:45:00,165.8600,165.8600,165.8600,165.8600,3
2024-06-04 19:20:00,165.8300,165.8300,165.8300,165.8300,17
2024-06-04 19:10:00,165.8200,167.0000,165.8200,167.0000,4
2024-06-04 19:00:00,165.8100,165.8100,165.8000,165.8000,549883
2024-06-04 18:55:00,165.6900,165.6900,165.6500,165.6500,4
2024-06-04 18:40:00,165.9900,165.9900,165.9900,165.9900,1
2024-06-04 18:35:00,165.6200,165.6500,165.6200,165.6500,6
2024-06-04 18:30:00,165.8100,165.9900,165.6200,165.6200,550007
2024-06-04 18:25:00,165.8200,165.8200,165.8000,165.8200,40
2024-06-04 18:20:00,165.6200,165.9900,165.6200,165.9900,6
2024-06-04 18:10:00,165.7500,165.7500,165.7500,165.7500,256
2024-06-04 18:00:00,165.7800,165.7800,165.7800,165.7800,50
2024-06-04 17:55:00,165.9700,165.9700,165.9700,165.9700,30
2024-06-04 17:45:00,165.8000,165.8000,165.7400,165.7500,40
2024-06-04 17:40:00,165.9900,165.9900,165.9900,165.9900,20
2024-06-04 17:35:00,165.6900,165.6900,165.6800,165.6800,32
2024-06-04 17:30:00,165.0550,165.1300,164.9950,165.1300,6
2024-06-04 17:25:00,164.6050,166.1700,164.5600,165.1100,173
2024-06-04 17:20:00,164.7600,167.0000,164.5700,165.8100,313
2024-06-04 17:15:00,165.9500,166.2000,164.5550,164.7800,17
2024-06-04 17:10:00,164.5150,165.8200,164.4400,164.5450,38
2024-06-04 17:05:00,164.5500,165.8200,164.5400,165.8200,16
2024-06-04 16:55:00,165.8100,165.8200,165.8100,165.8200,14
2024-06-04 16:50:00,166.0300,166.0300,165.8100,165.8100,2
2024-06-04 16:45:00,167.3100,167.3100,165.8100,165.8100,5961
2024-06-04 16:40:00,165.8200,165.8200,165.8100,165.8100,5
2024-06-04 16:35:00,165.8100,165.8100,165.8100,165.8100,3
2024-06-04 16:30:00,166.0000,166.0000,166.0000,166.0000,25
2024-06-04 16:20:00,165.8000,166.0200,165.7900,166.0200,41
2024-06-04 16:15:00,165.8100,166.4000,165.8100,165.8800,496
2024-06-04 16:10:00,165.8100,166.0300,165.8000,166.0300,549897
2024-06-04 16:05:00,165.8100,166.4000,165.8100,165.8200,2361
2024-06-04 16:00:00,165.7900,166.0300,165.7900,165.8100,1353599
2024-06-04 15:55:00,165.8500,165.9250,165.7500,165.7900,174877
2024-06-04 15:50:00,166.0000,166.0900,165.8300,165.8600,62881
2024-06-04 15:45:00,166.1700,166.1800,165.8600,166.0250,35571
2024-06-04 15:40:00,165.9650,166.2000,165.9600,166.1900,29969
2024-06-04 15:35:00,165.9000,165.9400,165.8100,165.9400,25496
2024-06-04 15:30:00,165.9500,165.9700,165.7100,165.9000,24713
2024-06-04 15:25:00,165.9350,166.0200,165.9100,165.9400,24350
2024-06-04 15:20:00,165.8700,165.9490,165.8200,165.9250,19702
2024-06-04 15:15:00,165.7700,165.9200,165.7700,165.8700,26980
2024-06-04 15:10:00,165.6850,165.8620,165.6600,165.7700,24192
2024-06-04 15:05:00,165.6500,165.7400,165.5100,165.6850,21141
2024-06-04 15:00:00,166.0200,166.0500,165.6700,165.6700,33032
2024-06-04 14:55:00,166.0700,166.1300,166.0200,166.0350,19398
2024-06-04 14:50:00,166.1230,166.1500,166.0500,166.0500,8942
2024-06-04 14:45:00,166.2300,166.2600,166.0600,166.1150,17999
2024-06-04 14:40:00,166.1750,166.2690,166.1200,166.2240,13155
2024-06-04 14:35:00,166.1450,166.2300,166.1100,166.1700,10490
2024-06-04 14:30:00,166.2900,166.2900,166.1400,166.1400,11472
2024-06-04 14:25:00,166.3890,166.3890,166.2000,166.3300,11668
2024-06-04 14:20:00,166.1700,166.4000,166.1700,166.3850,20675
2024-06-04 14:15:00,166.0800,166.1700,166.0800,166.1400,13481
2024-06-04 14:10:00,165.8500,166.0550,165.8500,166.0550,16559
2024-06-04 14:05:00,165.8000,165.9000,165.7500,165.8600,9910
2024-06-04 14:00:00,165.7930,165.8370,165.7130,165.8300,12443
2024-06-04 13:55:00,165.7600,165.8500,165.7400,165.7800,11122
2024-06-04 13:50:00,165.8100,165.8500,165.7100,165.7600,13371
2024-06-04 13:45:00,165.6500,165.7950,165.6400,165.7850,9343
2024-06-04 13:40:00,165.5200,165.7000,165.5200,165.6700,8914
2024-06-04 13:35:00,165.2700,165.5600,165.2600,165.5200,13567
2024-06-04 13:30:00,165.5100,165.5400,165.2400,165.2750,19254
2024-06-04 13:25:00,165.4350,165.4900,165.3200,165.4900,12914
2024-06-04 13:20:00,165.5050,165.5350,165.4300,165.4400,14239
2024-06-04 13:15:00,165.5700,165.5900,165.4700,165.5100,11836
2024-06-04 13:10:00,165.4600,165.6300,165.4300,165.5700,13794
2024-06-04 13:05:00,165.6550,165.6800,165.4320,165.4320,13778
2024-06-04 13:00:00,165.6600,165.6900,165.5600,165.6400,12833
2024-06-04 12:55:00,165.6400,165.7250,165.6300,165.6500,15371
2024-06-04 12:50:00,165.7600,165.7600,165.5150,165.6230,16563
2024-06-04 12:45:00,165.7300,165.8250,165.7300,165.7800,12654
2024-06-04 12:40:00,165.5800,165.7600,165.5800,165.7200,18308
2024-06-04 12:35:00,165.6800,165.6970,165.5850,165.6100,18354
2024-06-04 12:30:00,165.8100,165.8100,165.6300,165.7100,12678
2024-06-04 12:25:00,165.7300,165.8700,165.7300,165.8200,16414
2024-06-04 12:20:00,165.7400,165.7850,165.5200,165.7500,30177
2024-06-04 12:15:00,165.6500,165.7800,165.6400,165.7400,18235
2024-06-04 12:10:00,165.5200,165.6700,165.5100,165.6150,13573
2024-06-04 12:05:00,165.5800,165.6100,165.4600,165.5400,11980
2024-06-04 12:00:00,165.4900,165.5700,165.4300,165.5700,13242
2024-06-04 11:55:00,165.5900,165.6150,165.4600,165.4900,10909
2024-06-04 11:50:00,165.5300,165.6300,165.5300,165.5650,22215
2024-06-04 11:45:00,165.4600,165.5700,165.4400,165.5200,19008
2024-06-04 11:40:00,165.5700,165.6200,165.4500,165.4800,24240
2024-06-04 11:35:00,165.4400,165.6100,165.3800,165.6000,13486
2024-06-04 11:30:00,165.6300,165.6300,165.3820,165.4000,14795
2024-06-04 11:25:00,165.6900,165.8500,165.5800,165.6400,28625
2024-06-04 11:20:00,165.6600,165.7900,165.6600,165.7050,14300
2024-06-04 11:15:00,165.5300,165.6500,165.4800,165.6500,13558
2024-06-04 11:10:00,165.3500,165.5100,165.2800,165.4800,15686
2024-06-04 11:05:00,165.3500,165.4150,165.1920,165.3000,17688
2024-06-04 11:00:00,165.4800,165.6100,165.3700,165.3700,21429
2024-06-04 10:55:00,165.5400,165.5800,165.3550,165.4500,24914
2024-06-04 10:50:00,165.6400,165.6700,165.4800,165.5700,16804
2024-06-04 10:45:00,165.7300,165.7400,165.5600,165.6400,22493
2024-06-04 10:40:00,165.5400,165.7600,165.5400,165.7300,19886
2024-06-04 10:35:00,165.4400,165.5500,165.3800,165.4700,17176
2024-06-04 10:30:00,165.6300,165.8300,165.4100,165.4500,27904
2024-06-04 10:25:00,165.3900,165.6700,165.3200,165.6100,24278
2024-06-04 10:20:00,165.4650,165.5200,165.2400,165.3400,24315
2024-06-04 10:15:00,165.4700,165.8780,165.4350,165.4750,43221
2024-06-04 10:10:00,165.0650,165.4500,165.0300,165.4500,19299
2024-06-04 10:05:00,164.9100,165.1600,164.7600,165.0600,50071
2024-06-04 10:00:00,165.3000,165.5550,164.9300,164.9300,33885
2024-06-04 09:55:00,165.0900,165.2900,165.0600,165.2500,26893
2024-06-04 09:50:00,165.1600,165.3180,165.0000,165.0400,21268
2024-06-04 09:45:00,165.0450,165.4850,165.0450,165.1300,41446
2024-06-04 09:40:00,164.7480,165.0500,164.6000,165.0350,24423
2024-06-04 09:35:00,164.5700,164.8300,164.5700,164.7200,13414
2024-06-04 09:30:00,164.6000,164.8800,163.8800,164.4800,84509
2024-06-04 09:25:00,165.0300,165.2800,164.3400,164.4700,1542
2024-06-04 09:15:00,164.9900,165.9000,164.9900,165.9000,9
2024-06-04 09:05:00,165.1400,165.1400,164.9800,164.9800,463
2024-06-04 09:00:00,165.2200,165.3500,165.1400,165.1400,370
2024-06-04 08:55:00,165.0600,166.0000,165.0000,165.0000,113
2024-06-04 08:50:00,165.4700,165.4900,165.3900,165.3900,63
2024-06-04 08:45:00,165.3000,166.0000,165.2900,165.4800,22
2024-06-04 08:40:00,165.4800,166.0000,165.4800,166.0000,8
2024-06-04 08:30:00,165.8720,165.8720,165.8710,165.8720,700
2024-06-04 08:25:00,165.2800,166.0000,165.1000,166.0000,37
2024-06-04 08:20:00,165.3600,165.8900,165.3000,165.8900,331
2024-06-04 08:15:00,165.1770,165.4000,165.1770,165.3800,18
2024-06-04 08:10:00,165.2700,165.2700,165.2000,165.2300,40
2024-06-04 08:05:00,165.5000,165.5000,165.2000,165.2000,97
2024-06-04 08:00:00,165.1600,166.7900,165.1000,165.5000,342
2024-06-04 07:55:00,165.1700,165.1700,165.1700,165.1700,2
2024-06-04 07:50:00,165.1700,165.1700,165.1700,165.1700,3
2024-06-04 07:45:00,165.1700,165.1700,165.1700,165.1700,3
2024-06-04 07:30:00,165.1600,165.2000,165.1000,165.2000,58
2024-06-04 07:25:00,165.1800,165.1800,165.1800,165.1800,6
2024-06-04 07:20:00,165.2000,165.2000,165.2000,165.2000,1
2024-06-04 07:15:00,165.1800,165.1800,165.1800,165.1800,1
2024-06-04 07:10:00,165.1600,165.1600,165.1100,165.1100,72
2024-06-04 07:05:00,165.3100,165.3100,165.3100,165.3100,1
2024-06-04 07:00:00,165.1600,165.1600,165.1600,165.1600,105
2024-06-04 06:30:00,165.4500,165.5900,165.0200,165.5900,44
2024-06-04 06:10:00,165.0200,165.4900,165.0200,165.4900,10
2024-06-04 06:05:00,165.0200,165.4900,165.0200,165.4900,18
2024-06-04 06:00:00,164.9000,164.9000,164.9000,164.9000,1
2024-06-04 05:45:00,165.2800,165.2800,165.2800,165.2800,1
2024-06-04 05:35:00,165.1700,165.1700,165.1700,165.1700,1
2024-06-04 05:30:00,165.0000,165.0000,164.6600,164.6700,14
2024-06-04 05:25:00,165.1700,165.1700,165.0000,165.0000,4
2024-06-04 05:15:00,165.1700,165.1700,165.1700,165.1700,1
2024-06-04 05:05:00,165.1700,165.1700,165.1700,165.1700,13
2024-06-04 05:00:00,165.2200,165.2200,165.1700,165.1700,7
2024-06-04 04:50:00,165.4900,165.4900,165.4900,165.4900,4
2024-06-04 04:35:00,165.2000,165.2800,165.1500,165.2800,50
2024-06-04 04:10:00,165.2200,165.2200,165.2100,165.2100,4
2024-06-04 04:05:00,165.2500,165.2800,165.2500,165.2800,126
2024-06-04 04:00:00,165.3600,165.4500,165.2200,165.2200,1114
2024-06-03 19:55:00,165.4500,165.4800,165.4500,165.4800,12
2024-06-03 19:50:00,165.1700,165.1700,165.1700,165.1700,100
2024-06-03 19:45:00,165.3900,165.3900,165.3900,165.3900,10
2024-06-03 19:40:00,165.3900,165.3900,165.2500,165.2500,7
2024-06-03 19:35:00,165.1700,165.1700,165.1700,165.1700,3
2024-06-03 19:25:00,165.2900,165.3700,165.2900,165.3700,453
2024-06-03 19:15:00,165.1500,165.1600,165.1500,165.1600,121
2024-06-03 19:10:00,165.1000,165.1000,165.1000,165.1000,49
2024-06-03 19:05:00,165.3200,165.3200,165.3200,165.3200,100
2024-06-03 19:00:00,165.2800,165.2800,165.1500,165.1500,305154
2024-06-03 18:55:00,165.1600,165.1600,165.1600,165.1600,16
2024-06-03 18:50:00,165.3200,165.3200,165.3200,165.3200,3
2024-06-03 18:40:00,165.1500,165.3200,165.1500,165.3200,8
2024-06-03 18:30:00,165.2800,165.2800,165.1600,165.2000,305170
2024-06-03 18:25:00,165.1100,165.1100,165.1100,165.1100,7
2024-06-03 18:20:00,165.1000,165.1300,165.1000,165.1100,405
2024-06-03 18:15:00,165.1000,165.3200,165.1000,165.3200,100
2024-06-03 18:05:00,165.2800,165.2800,165.2800,165.2800,18
2024-06-03 18:00:00,165.2800,165.2800,165.2800,165.2800,11
2024-06-03 17:55:00,165.1300,165.1300,165.1300,165.1300,30
2024-06-03 17:50:00,165.1000,165.1000,165.1000,165.1000,51
2024-06-03 17:40:00,165.1300,165.1300,165.1300,165.1300,1
2024-06-03 17:35:00,165.1010,165.1010,165.1010,165.1010,400
2024-06-03 17:30:00,165.2800,165.2800,165.1020,165.1020,401
2024-06-03 17:25:00,165.2800,165.3200,165.2800,165.3200,12
2024-06-03 17:20:00,165.1600,165.1600,164.9500,164.9500,2
2024-06-03 17:15:00,165.3200,165.3200,165.3200,165.3200,20
2024-06-03 17:05:00,165.1500,165.3200,165.1400,165.3200,156
2024-06-03 17:00:00,165.2400,165.2500,165.2400,165.2500,55
2024-06-03 16:55:00,165.2600,165.2600,165.2400,165.2400,2
2024-06-03 16:45:00,165.3200,165.3200,165.3200,165.3200,20
2024-06-03 16:40:00,164.3800,165.2800,164.3800,165.2800,27
2024-06-03 16:35:00,165.2500,165.3100,165.2500,165.2500,202
2024-06-03 16:30:00,165.3200,165.3200,165.2500,165.2500,501
2024-06-03 16:25:00,165.3200,165.3200,165.3200,165.3200,1
2024-06-03 16:20:00,165.3200,165.3200,165.3200,165.3200,3
2024-06-03 16:15:00,165.2800,165.3000,165.2800,165.2800,13
2024-06-03 16:10:00,165.2800,165.3200,165.2800,165.3200,305164
2024-06-03 16:05:00,165.2800,165.3200,165.2800,165.2800,15487
2024-06-03 16:00:00,165.3060,165.9600,165.2500,165.2800,766143
2024-06-03 15:55:00,165.1900,165.3600,164.9400,165.3000,203826
2024-06-03 15:50:00,165.0130,165.2450,164.9700,165.1610,65569
2024-06-03 15:45:00,164.7900,165.0700,164.7900,165.0050,38280
2024-06-03 15:40:00,164.8100,164.9050,164.7740,164.7950,27562
2024-06-03 15:35:00,164.9900,164.9900,164.7850,164.8100,32928
2024-06-03 15:30:00,164.9100,165.0050,164.7730,165.0050,30338
2024-06-03 15:25:00,164.9900,165.0000,164.8900,164.9400,16285
2024-06-03 15:20:00,164.9550,165.0300,164.8300,164.9100,21125
2024-06-03 15:15:00,164.9950,165.0400,164.9200,164.9550,20404
2024-06-03 15:10:00,164.9300,165.0550,164.8900,165.0000,18186
2024-06-03 15:05:00,165.0320,165.0800,164.9100,164.9200,13531
2024-06-03 15:00:00,165.0600,165.0700,164.9500,165.0300,28105
2024-06-03 14:55:00,164.9450,165.1000,164.8700,165.0500,14857
2024-06-03 14:50:00,165.2000,165.2000,164.9300,164.9500,17885
2024-06-03 14:45:00,165.1300,165.2400,165.1100,165.2100,19826
2024-06-03 14:40:00,165.1800,165.3300,165.1000,165.1250,26142
2024-06-03 14:35:00,165.1000,165.1700,165.0770,165.1600,15296
2024-06-03 14:30:00,165.0900,165.2000,165.0800,165.1400,14062
2024-06-03 14:25:00,165.0500,165.1350,165.0200,165.0500,18077
2024-06-03 14:20:00,164.8100,165.0880,164.8100,165.0300,22997
2024-06-03 14:15:00,164.6300,164.8400,164.5800,164.8310,27419
2024-06-03 14:10:00,164.8500,164.9100,164.5800,164.6050,38019
2024-06-03 14:05:00,164.8100,164.9100,164.7400,164.8900,29358
2024-06-03 14:00:00,164.7050,164.8490,164.6900,164.8300,16554
2024-06-03 13:55:00,164.7400,164.7600,164.6300,164.6900,16129
2024-06-03 13:50:00,164.7950,164.7950,164.5750,164.7300,32370
2024-06-03 13:45:00,164.6150,164.8200,164.6150,164.7950,24034
2024-06-03 13:40:00,164.5350,164.6410,164.5000,164.6000,52757
2024-06-03 13:35:00,164.5000,164.6000,164.4700,164.5350,48879
2024-06-03 13:30:00,164.5200,164.6300,164.4800,164.4800,36048
2024-06-03 13:25:00,164.3400,164.5700,164.3000,164.5400,21027
2024-06-03 13:20:00,164.2250,164.3500,164.2200,164.3350,23363
2024-06-03 13:15:00,163.9700,164.3000,163.9470,164.2450,19175
2024-06-03 13:10:00,163.9650,163.9900,163.8000,163.9850,22103
2024-06-03 13:05:00,163.9100,164.0200,163.8200,163.9410,15332
2024-06-03 13:00:00,163.8600,163.9900,163.7500,163.8800,19503
2024-06-03 12:55:00,164.0200,164.0350,163.8400,163.8750,16455
2024-06-03 12:50:00,163.8850,164.0370,163.8000,163.9600,27891
